program_id,tcas_year,year_ce,seats,applicants,accepted,min_score,max_score
10050106904301B,66,2023,31,1258,31,71.275,80.675
10050106904301B,67,2024,27,819,27,69.1,75.5
10050106904301B,68,2025,44,787,45,71.825,80.025
10050123210801B,64,2021,30,316,34,14831.54,18942
10050123210801B,65,2022,30,710,30,47.2804,57.7167
10050123210801B,66,2023,35,490,36,64.2388,77.1552
10050123210801B,67,2024,50,505,50,58.822,73.0444
10050123210801B,68,2025,50,684,50,68.1944,74.1552
10050123904001B,63,2020,52,159,52,19254.5,23828.7
10050123904001B,64,2021,25,318,28,19770.84,24508.04
10050123904001B,65,2022,115,327,115,32.8804,64.4265
10050123904001B,66,2023,100,655,100,48.95,64.1554
10050123904001B,67,2024,105,869,105,49.4166,62.3
10050123904001B,68,2025,100,1435,100,58.5888,72.261
10050124903601B,63,2020,35,31,6,18237,19828.5
10050124903601B,64,2021,30,26,7,17782.5,21273
10050124903601B,65,2022,85,193,85,22.65,68.85
10050124903601B,66,2023,60,222,60,42.8075,62.48
10050124903601B,67,2024,60,988,60,49.7375,61.1375
10050124903601B,68,2025,45,1086,45,60.5875,76.5375
10050124903601E,64,2021,8,1,0,0,0
10050124903601E,65,2022,15,13,2,26.525,45.2625
10050124903601E,66,2023,5,5,3,43.9975,56.65
10050124903601E,67,2024,5,145,5,54.775,61.975
10050127902601E,63,2020,10,0,0,,
10050127902601E,64,2021,10,2,1,20190,20190
10050127902601E,65,2022,5,12,5,0,57.4892
10050127902601E,66,2023,10,48,10,56.9858,66.2052
10050127902601E,67,2024,15,210,15,59.5,66.097
10050127902601E,68,2025,20,214,20,63.2638,71.9802
10050127902801E,63,2020,15,1,1,18736.5,18736.5
10050127902801E,64,2021,10,3,1,22473,22473
10050127902801E,65,2022,5,30,5,53.6892,63.2574
10050127902801E,66,2023,15,111,15,60.0944,71.0358
10050127902801E,67,2024,30,310,30,61.697,71.1026
10050127902801E,68,2025,20,286,20,66.1858,74.5444
10050201901001A,63,2020,12,112,12,19173,23733
10050201901001A,64,2021,8,262,12,20796.3,23120.94
10050201901001A,65,2022,330,2581,330,73.7941,92.9118
10050201901001A,66,2023,320,2289,295,73,90
10050201901001A,67,2024,330,1837,262,79,92
10050201901001A,68,2025,3,157,3,72.369,73.95
10050202610501A,63,2020,37,439,37,22002,23789.4
10050202610501A,64,2021,28,1558,36,21982.14,23449.8
10050202610501A,65,2022,160,863,161,51.7,71.5255
10050202610501A,66,2023,190,3930,190,57.75,70.25
10050202610501A,67,2024,190,4525,197,57.5,73.75
10050202610501A,68,2025,155,3389,156,64.625,85
10050202610801A,63,2020,59,505,59,20517.4,22695
10050202610801A,64,2021,22,2037,260,19693.5,23820.24
10050202610801A,65,2022,160,538,101,50,64.2667
10050202610801A,66,2023,275,4373,275,51.3083,80.5666
10050202610801A,67,2024,275,5357,281,51.375,60.75
10050202610801A,68,2025,240,3668,244,56.875,69.875
10050203903201A,63,2020,45,8,3,19514.4,19858.5
10050203903201A,64,2021,45,6,0,0,0
10050203903201A,65,2022,45,2440,45,59.55,69.5757
10050203903201A,66,2023,45,2201,45,67.4999,79.275
10050203903201A,67,2024,45,2156,45,64.8,79.2124
10050203903201A,68,2025,40,165,40,57.1075,74.0625
10050204611101A,63,2020,60,414,60,19949.1,21963
10050204611101A,64,2021,60,1593,76,19772.4,26565
10050204611101A,65,2022,180,1784,182,42.65,57.7
10050204611101A,66,2023,270,2499,270,45.1542,57.0125
10050204611101A,67,2024,249,4144,249,46.1,60.2
10050204611101A,68,2025,230,2293,230,49.35,62.8667
10050205903701A,63,2020,94,545,94,20831.2,24532.8
10050205903701A,64,2021,80,857,88,20610.44,23960.64
10050205903701A,65,2022,150,294,150,59.2662,74.8506
10050205903701A,66,2023,181,297,181,53.4615,69.1299
10050205903701A,67,2024,170,241,170,55.0782,73.54
10050205903701A,68,2025,195,552,195,59.9781,75.875
10050206113101A,63,2020,45,574,45,18571.2,20945.5
10050206113101A,64,2021,40,1244,40,19938.84,22128.7
10050206113101A,65,2022,35,124,35,48.4,58.5
10050206113101A,66,2023,35,210,35,54.51,65.71
10050206113101A,67,2024,25,907,26,63.75,72.75
10050206113101A,68,2025,10,0,0,0,0
10050206900101A,63,2020,23,10,4,20320.5,22435.5
10050206900101A,64,2021,10,52,3,22443.54,23810.04
10050206900101A,65,2022,30,715,30,57.8125,74
10050206900101A,66,2023,30,855,30,64,78.25
10050206900101A,67,2024,30,721,30,61,70.625
10050206900101A,68,2025,30,557,30,65.625,74
10050206901201A,63,2020,25,23,4,18498,19026
10050206901201A,64,2021,15,29,2,19747.5,20083.8
10050206901201A,65,2022,35,540,35,48.375,62.375
10050206901201A,66,2023,30,457,30,56.3888,65.1875
10050206901201A,67,2024,30,615,30,57.6875,68.6875
10050206901201A,68,2025,35,376,35,61.4375,69.625
10050206901401A,63,2020,20,15,2,19166.4,19234.5
10050206901401A,64,2021,12,36,4,19786.8,20825.7
10050206901401A,65,2022,25,664,25,52.125,60.9375
10050206901401A,66,2023,25,506,25,60.0625,74.75
10050206901401A,67,2024,35,599,37,55.5625,65.875
10050206901401A,68,2025,35,631,35,60.75,70
10050206901501A,63,2020,12,12,1,18979.8,18979.8
10050206901501A,64,2021,10,24,2,19630.5,20167.8
10050206901501A,65,2022,30,157,30,36.6188,66.0688
10050206901501A,66,2023,30,1048,30,61.65,71.1
10050206901501A,67,2024,30,631,31,61.35,77.775
10050206901501A,68,2025,30,590,30,65.9,73.275
10050206901801A,63,2020,10,24,10,21168,23487
10050206901801A,64,2021,10,104,10,22043.04,26719.44
10050206901801A,65,2022,45,194,45,57.5,70.0625
10050206901801A,66,2023,40,1112,40,70.7375,82.725
10050206901801A,67,2024,45,947,45,65.3625,81.325
10050206901801A,68,2025,45,848,45,72.7375,82.325
10050206901901A,63,2020,5,25,1,22023,22023
10050206901901A,64,2021,6,55,4,22855.14,23804.4
10050206901901A,65,2022,33,232,33,63.3125,76.625
10050206901901A,66,2023,33,174,34,68.375,78.9375
10050206901901A,67,2024,33,234,33,67.0625,76.9375
10050206901901A,68,2025,22,566,24,65.8125,73.125
10050206902001A,63,2020,24,17,6,18826.5,20368.5
10050206902001A,64,2021,16,25,5,19462.5,19706.04
10050206902001A,65,2022,35,1314,36,53.9,65.1
10050206902001A,66,2023,27,731,27,60.4,67.75
10050206902001A,67,2024,25,1004,25,59.75,67.3
10050206902001A,68,2025,29,760,29,63.9,71.4
10050206902401A,63,2020,10,2,2,21441,21760.5
10050206902401A,64,2021,2,25,1,22767.3,22767.3
10050206902401A,65,2022,25,136,25,66.0294,88.0206
10050206902401A,66,2023,28,55,17,60.0666,79.0333
10050206902401A,67,2024,28,186,28,58.375,77.7
10050206902401A,68,2025,29,145,29,53.35,79.55
10050206902402A,63,2020,8,21,8,18408,20139
10050206902402A,64,2021,3,33,3,18383.1,19277.1
10050206902402A,65,2022,30,88,30,41.9647,82.1294
10050206902402A,66,2023,20,67,20,39.4083,77.7914
10050206902402A,67,2024,27,119,27,45.4999,70.1499
10050206902402A,68,2025,17,74,17,51.2081,70.0831
10050206902403A,63,2020,15,4,1,19732.5,19732.5
10050206902403A,64,2021,12,26,2,20423.04,22290.9
10050206902403A,65,2022,30,234,31,50.375,59.25
10050206902403A,66,2023,30,198,30,56.9375,65.9375
10050206902403A,67,2024,30,328,30,56.875,64.375
10050206902403A,68,2025,30,299,30,61.5,68.5625
10050206902404A,63,2020,7,15,0,,
10050206902404A,64,2021,6,44,1,24186.24,24186.24
10050206902404A,65,2022,25,438,26,59.875,71.5
10050206902404A,66,2023,27,432,27,66.1875,75.8125
10050206902404A,67,2024,27,414,27,62.375,71.625
10050206902404A,68,2025,22,0,0,0,0
10050206902501A,63,2020,5,87,5,25226.2,26177.5
10050206902501A,64,2021,5,203,5,25507.5,26001.5
10050206902501A,65,2022,35,94,35,47.725,66.675
10050206902501A,66,2023,60,4083,64,75.625,82.125
10050206902501A,67,2024,64,2044,63,73.125,83.375
10050206902501A,68,2025,67,2,0,0,0
10050206902502A,63,2020,5,32,5,24534,25326
10050206902502A,64,2021,10,80,10,23673.9,25909.14
10050206902502A,65,2022,35,3011,35,62.125,75
10050206902502A,66,2023,35,2905,35,78.375,87.125
10050206902502A,67,2024,35,1892,35,76.6,83.375
10050206902502A,68,2025,35,1,0,0,0
10050206903001A,65,2022,35,108,35,29.7333,45.9833
10050206903001A,66,2023,35,213,35,39.265,50.2466
10050206903001A,67,2024,35,490,35,44.6116,50.9566
10050206903001A,68,2025,35,226,35,45.48,51.5083
10050207903801A,63,2020,80,108,15,19756.5,24065.4
10050207903801A,64,2021,135,399,53,20765.4,25661.64
10050207903801A,65,2022,135,3898,135,57.0335,68.7426
10050207903801A,66,2023,135,3329,135,63.4666,82.8958
10050207903801A,67,2024,135,3442,135,61.8638,75.5722
10050207903801A,68,2025,135,2563,135,64.8722,80.2777
10050208903501A,63,2020,45,399,45,22039.4,23957.7
10050208903501A,64,2021,45,772,48,21782.14,24878.5
10050208903501A,65,2022,110,674,110,39.1912,65.6446
10050208903501A,66,2023,95,7338,95,65.2013,75.6318
10050208903501A,67,2024,80,3296,80,65.5555,73.1943
10050208903501A,68,2025,83,1966,83,67.875,74.979
10050208903501B,63,2020,55,255,55,19992.5,22649.5
10050208903501B,64,2021,45,285,55,17887.34,22397.04
10050208903501B,65,2022,110,187,81,4.292,44.4823
10050208903501B,66,2023,93,1473,93,55.854,66.5
10050208903501B,67,2024,80,1042,80,58.1665,66.2013
10050208903501B,68,2025,83,796,83,59.6528,68.993
10050209210301A,63,2020,24,58,24,10299,17747.5
10050209210301A,64,2021,10,241,11,15952,17089.34
10050209210301A,65,2022,55,315,55,29.738,47.4912
10050209210301A,66,2023,51,146,45,35.3165,51.2829
10050209210301A,67,2024,45,619,35,47.9776,57.7328
10050209210301A,68,2025,45,457,39,53.7884,63.933
10050209210301B,63,2020,42,61,30,7673,15895.5
10050209210301B,64,2021,10,64,17,11250.44,14802.1
10050209210301B,65,2022,60,78,19,14.9559,33.7441
10050209210301B,66,2023,62,24,9,21.2664,41.5552
10050209210301B,67,2024,55,85,41,21.7776,44.0998
10050209210301B,68,2025,55,293,40,44.1328,53.9104
10050209210302A,63,2020,16,36,16,13290,15856.5
10050209210302A,64,2021,10,129,11,14950.7,17899.8
10050209210302A,65,2022,45,239,45,28.2647,50.5529
10050209210302A,66,2023,51,107,41,24.9165,49.9414
10050209210302A,67,2024,50,833,34,49.6245,56.9165
10050209210302A,68,2025,40,383,25,56.291,65.444
10050209210302B,63,2020,23,46,23,12650.1,15870.9
10050209210302B,64,2021,15,10,3,13067,13857.9
10050209210302B,65,2022,65,121,42,13.0079,47.1687
10050209210302B,66,2023,67,29,14,20.6888,47.9776
10050209210302B,67,2024,60,163,49,31.111,52.722
10050209210302B,68,2025,65,416,46,47.402,60.111
10050209210401A,63,2020,37,106,37,14378,18051
10050209210401A,64,2021,15,443,17,16827.1,17408
10050209210401A,65,2022,60,503,60,36.7049,54.8333
10050209210401A,66,2023,49,407,49,43.7163,53.8665
10050209210401A,67,2024,80,1656,80,51.694,63.2635
10050209210401A,68,2025,80,858,81,56.25,67.902
10050209211001A,63,2020,15,135,15,16562,17707
10050209211001A,64,2021,10,494,15,17526.74,18300
10050209211001A,65,2022,55,893,55,42.4,52.402
10050209211001A,66,2023,56,925,56,52.8791,60.9983
10050209211001A,67,2024,55,963,54,52.7549,57.1456
10050209211001A,68,2025,55,828,55,57.4773,67.4
10050209211002A,63,2020,8,130,8,15927,16894.4
10050209211002A,64,2021,5,272,6,17192.7,19044.4
10050209211002A,65,2022,40,383,40,39.1196,48.8917
10050209211002A,66,2023,36,401,36,49.4999,55.8276
10050209211002A,67,2024,55,908,54,52.3706,68.5332
10050209211002A,68,2025,44,474,44,56.6204,65.4999
10050209211201A,63,2020,26,154,26,14442,17000.3
10050209211201A,64,2021,15,323,19,16136.9,18610.4
10050209211201A,65,2022,50,392,50,35.0892,49.6461
10050209211201A,66,2023,53,427,53,45.4568,63.0928
10050209211201A,67,2024,75,909,75,48.7548,60.1548
10050209211201A,68,2025,66,813,66,53.9106,62.366
10050209211401B,63,2020,24,69,24,13654.7,16727
10050209211401B,64,2021,10,26,9,12657.54,16467.4
10050209211401B,65,2022,35,113,35,28.1814,39.9294
10050209211401B,66,2023,31,36,21,24.8163,44.0412
10050209211401B,67,2024,55,258,55,40.033,51.5328
10050209211401B,68,2025,45,420,45,49.333,62.7328
10050209211801A,63,2020,29,63,29,12200.1,15487
10050209211801A,64,2021,15,81,23,10916.94,15409.14
10050209211801A,65,2022,45,147,45,18.0568,42.1667
10050209211801A,66,2023,46,52,22,24.1332,43.2414
10050209211801A,67,2024,45,235,46,36.8497,47.891
10050209211801A,68,2025,40,492,40,48.583,59.0415
10050209212701A,63,2020,26,112,26,13436.5,16312.8
10050209212701A,64,2021,10,93,26,13413,15719.94
10050209212701A,65,2022,35,118,34,13.3814,40.7862
10050209212701A,66,2023,40,116,40,26.2554,46.172
10050209212701A,67,2024,40,478,40,41.2444,58.555
10050209212701A,68,2025,45,453,45,51.0716,65.566
10050209212702A,63,2020,18,36,18,12883.7,16805
10050209212702A,64,2021,10,58,20,10828.44,16832.34
10050209212702A,65,2022,40,178,40,29.2823,41.1951
10050209212702A,66,2023,37,65,27,30.4414,45.5499
10050209212702A,67,2024,40,277,39,42.2995,55.1829
10050209212702A,68,2025,40,417,40,52.1164,63.0661
10050209212801A,63,2020,23,87,23,13728.5,16045.4
10050209212801A,64,2021,15,120,20,13909.44,15642.84
10050209212801A,65,2022,40,194,40,31.65,41.1726
10050209212801A,66,2023,40,99,40,36.0164,47.7664
10050209212801A,67,2024,45,443,45,43.5998,51.1911
10050209212801A,68,2025,40,422,40,51.4831,56.7412
10050209213101A,63,2020,31,94,31,13802.1,15789.5
10050209213101A,64,2021,17,302,19,15716,19384.74
10050209213101A,65,2022,60,290,60,27.2858,44.1167
10050209213101A,66,2023,61,340,61,38.258,50.5333
10050209213101A,67,2024,50,903,50,47.2328,67.6444
10050209213101A,68,2025,50,547,50,52.5104,62.9998
10050209213301A,63,2020,28,70,28,15022,18478.5
10050209213301A,64,2021,10,206,14,16372.2,18008.1
10050209213301A,65,2022,70,362,70,33.4706,45.7059
10050209213301A,66,2023,72,285,72,37.9164,55.2499
10050209213301A,67,2024,70,1411,70,52.0774,63.1662
10050209213301A,68,2025,70,858,70,58.955,67.8548
10050209213301B,63,2020,33,76,33,11886,14514.5
10050209213301B,64,2021,10,47,7,11548.34,14393.9
10050209213301B,65,2022,70,108,31,15.3765,44.5206
10050209213301B,66,2023,75,42,14,22.322,58.5664
10050209213301B,67,2024,70,225,44,40.2444,52.1218
10050209213301B,68,2025,65,379,47,50.8662,59.8888
10050209213302B,63,2020,25,55,25,13631,18259.2
10050209213302B,64,2021,15,205,15,16654.2,20528.04
10050209213302B,65,2022,55,170,55,35.1941,61.4529
10050209213302B,66,2023,55,82,42,8.4,56.9997
10050209213302B,67,2024,50,314,44,47.7635,59.3885
10050209213302B,68,2025,45,313,34,55.555,68.6525
10050209220201A,64,2021,25,232,1,17827.64,17827.64
10050209220201A,65,2022,70,1162,66,44.5441,59.8559
10050209220201A,66,2023,61,757,55,48.9331,74.0998
10050209220201A,67,2024,65,949,57,46.6666,59.55
10050209220201A,68,2025,70,634,60,49.8291,66.1749
10050209220201B,64,2021,25,37,2,15337.34,15392.1
10050209220201B,65,2022,70,286,60,32.3941,46.4
10050209220201B,66,2023,65,166,52,35.5583,55.2249
10050209220201B,67,2024,70,469,51,39.5041,49.6332
10050209220201B,68,2025,65,240,46,41.4791,49.1166
10050209220202B,68,2025,55,200,40,37.3791,55.6291
10050209500401A,63,2020,35,117,35,12446,15276
10050209500401A,64,2021,20,100,27,9557.4,15827
10050209500401A,65,2022,70,165,51,10.3875,55.3083
10050209500401A,66,2023,81,207,81,27.9746,64.7429
10050209500401A,67,2024,70,456,70,39.4776,55.3
10050209500401A,68,2025,70,404,70,46.3776,57.1218
10050210300501A,63,2020,22,150,22,17886.7,20157.75
10050210300501A,64,2021,14,496,15,18893.75,21777.2
10050210300501A,65,2022,34,1108,34,45.1667,62.3833
10050210300501A,66,2023,32,4137,32,70.9832,76.9666
10050210300501A,67,2024,30,1009,30,47.0332,67.0832
10050210300501A,68,2025,30,910,30,53.65,59.3
10050210300601A,63,2020,21,104,21,17159,19254.5
10050210300601A,64,2021,22,209,25,16996.94,18390.5
10050210300601A,65,2022,30,352,30,33.3333,46.5667
10050210300601A,66,2023,35,1733,35,61.6166,67.4162
10050210300601A,67,2024,60,622,60,32.8165,49.1332
10050210300601A,68,2025,55,535,55,36.7166,50.4498
10050210300701A,63,2020,20,139,20,16416.75,18186.5
10050210300701A,64,2021,22,294,26,16456.7,18353.74
10050210300701A,65,2022,30,525,31,31.7333,54.8167
10050210300701A,66,2023,40,2020,40,62.5328,80.1164
10050210300701A,67,2024,35,898,35,33.3166,46.3166
10050210300701A,68,2025,40,1264,40,40.4664,51.65
10050210301001B,63,2020,20,187,20,16362.5,18441.75
10050210301001B,64,2021,20,3,0,0,0
10050210301001B,65,2022,40,323,40,31.75,51.7
10050210301001B,66,2023,15,823,15,67.1662,77.8496
10050210301001B,67,2024,30,444,30,36.8165,48.2
10050210301001B,68,2025,25,367,25,41.4164,49.15
10050210301601A,63,2020,23,157,23,16675.5,21327.75
10050210301601A,64,2021,20,382,21,17302.74,19858.35
10050210301601A,65,2022,35,588,36,36.25,45.8167
10050210301601A,66,2023,30,2529,30,65.65,72.15
10050210301601A,67,2024,60,1228,60,35.6666,45.5666
10050210301601A,68,2025,50,1306,50,43.0332,57.1499
10050210301601B,63,2020,34,163,34,14906.25,16452.25
10050210301601B,64,2021,25,148,27,14540.35,17116.64
10050210301601B,65,2022,42,234,42,25.3167,35.55
10050210301601B,66,2023,15,317,15,55.8996,64.8996
10050210301601B,67,2024,30,453,30,30.9,39.8665
10050210301601B,68,2025,43,387,43,35.0164,40.95
10050210302101A,63,2020,25,199,25,16620,18744.75
10050210302101A,64,2021,17,419,20,16699.65,18729.9
10050210302101A,65,2022,30,740,30,34.7,46.1833
10050210302101A,66,2023,45,2974,45,61.8832,72.3
10050210302101A,67,2024,40,990,40,33.85,59.8998
10050210302101A,68,2025,46,1494,46,40.65,48.95
10050210302101B,63,2020,35,185,35,15013.5,17961.4
10050210302101B,64,2021,25,191,28,14663.9,16816.2
10050210302101B,65,2022,35,194,35,25.4333,36.2833
10050210302101B,66,2023,15,420,15,56.933,67.8328
10050210302101B,67,2024,20,464,20,30.9832,37.2499
10050210302101B,68,2025,32,497,32,35.8665,44.9
10050210303501A,63,2020,18,155,18,16649.85,18518.25
10050210303501A,64,2021,21,271,22,16763.25,19515.5
10050210303501A,65,2022,40,542,40,31.3,46.3333
10050210303501A,66,2023,30,1689,30,60.7666,67.2332
10050210303501A,67,2024,50,1175,50,31.4165,38.9666
10050210303501A,68,2025,45,675,45,35.7333,46.5999
10050211110801A,63,2020,35,138,35,17222.2,19046
10050211110801A,64,2021,35,328,47,17987,20423.5
10050211110801A,65,2022,35,291,35,29.1,43.35
10050211110801A,66,2023,35,2575,35,52.4084,60.2496
10050211110801A,67,2024,35,1535,35,56.4786,60.8309
10050211110801A,68,2025,30,523,30,54.3997,61.9268
10050212110101A,63,2020,62,432,62,18505,19509
10050212110101A,64,2021,30,1064,35,19361.54,20331.4
10050212110101A,65,2022,55,513,55,35.2,43.1667
10050212110101A,66,2023,65,2590,65,55.0916,62.9582
10050212110101A,67,2024,40,341,40,55.725,73.8875
10050212110101A,68,2025,50,412,50,57.9625,64
10050212111301A,63,2020,76,521,76,18933.5,20697
10050212111301A,64,2021,70,3342,89,20148,21289.3
10050212111301A,65,2022,90,2540,90,36.5333,50.1333
10050212111301A,66,2023,80,7773,80,47.8732,67.9116
10050212111301A,67,2024,60,4924,60,49.7816,56.0588
10050212111301A,68,2025,60,2762,60,55.0076,71.55
10050212111901B,63,2020,27,298,27,19370.5,20496
10050212111901B,64,2021,15,851,19,20552.34,21121.54
10050212111901B,65,2022,39,538,39,37.6,53.0667
10050212111901B,66,2023,38,1158,38,43.2332,49.4732
10050212111901B,67,2024,34,1292,34,47.4532,54.7332
10050212111901B,68,2025,40,790,40,48.4,55.9932
10050212112001A,63,2020,25,199,25,15047,18280.9
10050212112001A,64,2021,12,353,16,16258.6,19276.44
10050212112001A,65,2022,32,104,32,19.4353,34.6333
10050212112001A,66,2023,32,358,32,29.7576,35.5444
10050212112001A,67,2024,30,452,30,31.711,37.7188
10050212112001A,68,2025,35,274,35,31.9544,39.8332
10050212112001B,64,2021,103,304,115,29.66,55.23
10050212112001B,65,2022,80,640,80,46.1655,59.511
10050212112001B,66,2023,82,462,82,49.2108,62.4888
10050212112001B,67,2024,75,977,75,53.1888,60.4888
10050212112001B,68,2025,55,941,55,56.922,64.5664
10050212112002B,65,2022,110,174,109,0,46.5422
10050212112002B,66,2023,90,212,90,29.8828,51.5946
10050212112002B,67,2024,105,712,105,40.5116,55.608
10050212112002B,68,2025,110,701,110,45.4414,60.3646
10050214111701A,63,2020,59,744,59,17359.1,20053
10050214111701A,64,2021,54,1924,61,18233.64,20954.8
10050214111701A,65,2022,80,1252,80,28.8667,39.9333
10050214111701A,66,2023,45,3555,45,52.0531,60.295
10050214111701A,67,2024,50,2479,50,56.7449,65.5965
10050214111701A,68,2025,30,480,30,55.65,71.5081
10050215800101A,63,2020,12,102,12,18215.5,22003
10050215800101A,64,2021,14,149,18,18052.2,21418.4
10050215800101A,65,2022,20,79,20,36.5587,49.7995
10050215800101A,66,2023,20,128,20,47.8332,58.4804
10050215800101A,67,2024,20,255,20,49.411,57.6
10050215800101A,68,2025,25,31,25,49.9166,87.5833
10050215800401A,64,2021,35,296,35,51.73,83.08
10050215800401A,65,2022,40,157,40,55.4206,84.675
10050215800401A,66,2023,25,54,25,60.2499,84.2583
10050215800401A,67,2024,21,207,21,63.5781,82.3916
10050216400301B,63,2020,6,78,6,15795,19242
10050216400301B,64,2021,12,128,24,11011.14,19441.2
10050216400301B,65,2022,35,135,35,23.7941,42.8306
10050216400301B,66,2023,31,195,31,50.1348,59.8332
10050216400301B,67,2024,28,169,28,43.2232,57.5098
10050216400301B,68,2025,35,246,35,47.0116,59.0831
10050216400401B,65,2022,55,633,55,48.9544,68.8184
10050216400401B,66,2023,50,493,50,61.3541,78.0708
10050216400401B,67,2024,52,404,52,58.8832,74.0207
10050216400401B,68,2025,55,629,55,63.7956,76.9289
10050216400501B,63,2020,32,147,32,15945.5,19138
10050216400501B,64,2021,15,220,17,15456.94,17550.54
10050216400501B,65,2022,105,409,105,32.2647,50.4323
10050216400501B,66,2023,95,513,95,51.3915,62.5333
10050216400501B,67,2024,65,216,65,44.7498,57.9999
10050216400501B,68,2025,78,304,78,47.7914,60.6748
10050216400502B,63,2020,20,78,20,14337.2,17904.5
10050216400502B,64,2021,11,132,26,11950.5,17618.4
10050216400502B,65,2022,35,83,35,10.6,47.2112
10050216400502B,66,2023,31,151,31,36.8899,55.7131
10050216400502B,67,2024,33,185,33,40.115,54.3698
10050216400502B,68,2025,27,143,27,40.4349,49.9998
10050216400701B,63,2020,10,101,10,18034.9,20142
10050216400701B,64,2021,11,148,12,14336.1,18491
10050216400701B,65,2022,45,250,45,31.861,51.6946
10050216400701B,66,2023,41,489,41,53.945,66.8616
10050216400701B,67,2024,22,312,22,51.8981,65.0698
10050216400701B,68,2025,24,277,24,52.5998,63.2399
10050216610201E,67,2024,25,9,4,26.4833,53.3166
10050216610201E,68,2025,40,0,0,0,0
10050217112501A,63,2020,26,228,26,16068.5,17666.5
10050217112501A,64,2021,30,310,37,16395.7,19647.14
10050217112501A,65,2022,70,30,16,22,37.75
10050217112501A,66,2023,35,314,35,29.17,42.96
10050217112501A,67,2024,25,710,25,35.275,42.4
10050217112701A,63,2020,42,338,42,16728.5,18757
10050217112701A,64,2021,20,640,24,17625.34,19175.6
10050217112701A,65,2022,70,23,6,29.25,35.6875
10050217112701A,66,2023,60,778,60,34.1625,48.9375
10050217112701A,67,2024,70,1038,70,35.05,50.45
10050217112701A,68,2025,70,874,70,37.925,49.8625
10050217112702A,63,2020,26,185,26,16213,18419
10050217112702A,64,2021,25,269,28,16403.3,17397.4
10050217112702A,65,2022,70,21,4,30.1125,33.4625
10050217112702A,66,2023,50,303,50,30.605,41.3525
10050217112702A,67,2024,60,1024,61,34.4,42.2025
10050217112702A,68,2025,60,694,60,36.965,48.015
10050218130101A,63,2020,70,577,70,19470.4,21608.5
10050218130101A,64,2021,60,2426,67,20664.5,21763.14
10050218130101A,65,2022,60,3205,62,44.15,60.15
10050218130101A,66,2023,60,6315,60,54.0811,66.5955
10050218130101A,67,2024,70,4656,70,55.2943,60.6909
10050218130101A,68,2025,60,2554,60,61.6643,79.9077
10050219903601A,63,2020,10,61,10,21071.3,22095
10050219903601A,64,2021,10,149,11,21567.64,26361.5
10050219903601A,65,2022,10,219,10,57.3696,67.9608
10050219903601A,66,2023,17,169,17,61.6,67.9332
10050219903601A,67,2024,25,514,25,63.6608,67.7
10050219903601A,68,2025,13,280,13,66.4305,70.604
10050222300001E,64,2021,30,115,36,18.71,47.59
10050222300001E,65,2022,200,176,81,8,35.9
10050222300001E,66,2023,150,189,69,0,39.1
10050222300001E,67,2024,110,279,93,0,46.8499
10050222300001E,68,2025,130,429,131,17.5,53.7498
10050222300501E,67,2024,35,327,36,37.0998,49.8998
10050222300501E,68,2025,15,275,15,44.9,75.7998
10050222300601E,67,2024,20,42,16,0,46.7498
10050222300601E,68,2025,15,93,15,25.6498,46.3498
10050222300701E,67,2024,10,41,8,13.9998,34.7499
10050222300701E,68,2025,10,116,10,26.9499,36.0499
10050222301601E,67,2024,15,62,14,7.9998,47.55
10050222301601E,68,2025,10,193,10,34.1499,53.6499
10050222302101E,67,2024,10,62,11,22.2,36.75
10050222302101E,68,2025,10,132,10,29.6,43.2498
10050222303501E,67,2024,20,85,20,17.1,41.4414
10050222303501E,68,2025,15,159,15,28.9998,47.25
10050222610801E,67,2024,60,196,60,22.6998,47.4998
10050222610801E,68,2025,45,388,45,33.6999,48.2
10050224220301B,66,2023,45,173,45,34.6754,62.2132
10050224220301B,67,2024,45,409,45,40.6176,54.851
10050224220301B,68,2025,20,285,20,46.5232,53.3766
10050224903601B,67,2024,67,1133,68,53.625,62.575
10050224903601B,68,2025,55,1811,57,63.5,72.05
10050229110501E,63,2020,20,20,15,5269,18907
10050229110501E,64,2021,6,6,2,19013.14,19013.14
10050229110501E,65,2022,15,11,7,25.55,45.15
10050229110501E,66,2023,30,28,17,25.41,41.5
10050229110501E,67,2024,24,229,24,33.64,46.58
10050229110501E,68,2025,5,305,5,47.53,50.23
10050229111501E,63,2020,1,73,1,20242.5,20242.5
10050229111501E,64,2021,6,6,2,20131.74,20131.74
10050229111501E,65,2022,15,29,15,16.65,38.75
10050229111501E,66,2023,30,53,30,22.52,49.25
10050229111501E,67,2024,20,905,20,40.61,50.46
10050229111501E,68,2025,6,283,6,51.45,55.16
10050229113001E,65,2022,35,13,7,0,42.6
10050229113001E,66,2023,30,12,3,30.25,39.65
10050229113001E,67,2024,23,161,23,33.52,57.78
10050229113001E,68,2025,15,178,15,38.94,46.13
10050230903601B,63,2020,62,298,62,17723.1,21438.3
10050230903601B,64,2021,47,228,59,14502.5,21977.34
10050230903601B,65,2022,105,169,76,6.1412,40.9823
10050230903601B,66,2023,85,95,47,23.5899,59.1056
10050230903601B,67,2024,60,703,60,43.4832,58.4544
10050230903601B,68,2025,55,1011,55,51.4088,62.7676
10050310302001B,66,2023,20,100,20,50.4,61.333
10050310302001B,67,2024,37,196,37,26.45,38.25
10050310302001B,68,2025,30,156,30,31.65,54.9498
