program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10020112610501E,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020112610501E,B5000,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 2),quota,2026,28,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020112610601A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020112610601A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1300,,เพชรนนทรี,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1400,,ลูกพระพิรุณ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,45,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020112610601A,C2800,,Admission,admission,2026,15,,0,1,1,1,https://admission.ku.ac.th/
10020112610601E,A0200,,เรียนล่วงหน้า,portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020112610601E,A0300,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.1),portfolio,2026,150,,0,1,1,1,https://admission.ku.ac.th/
10020112610601E,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020112610601E,B2300,,โครงการความร่วมมือ,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020112610601E,B5000,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 2),quota,2026,60,,,1,1,1,https://admission.ku.ac.th/
10020112610801E,A0300,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 1.1),portfolio,2026,100,,0,1,1,1,https://admission.ku.ac.th/
10020112610801E,B5000,,หลักสูตรนานาชาติและหลักสูตรภาษาอังกฤษ (รอบ 2),quota,2026,40,,,1,1,1,https://admission.ku.ac.th/
10020113112901A,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020113112901A,A0200,,เรียนล่วงหน้า,portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020113112901A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020113112901A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020113112901A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112901A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112901A,B1400,,ลูกพระพิรุณ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112901A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020113112901A,C2800,,Admission,admission,2026,40,,0,1,2,2,https://admission.ku.ac.th/
10020113112901B,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020113112901B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112901B,B1400,,ลูกพระพิรุณ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112901B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,10,,,1,1,1,https://admission.ku.ac.th/
10020113112901B,C2800,,Admission,admission,2026,60,,0,1,2,2,https://admission.ku.ac.th/
10020113112902A,A0200,,เรียนล่วงหน้า,portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020113112902A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020113112902A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,4,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1300,,เพชรนนทรี,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1400,,ลูกพระพิรุณ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,35,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,B1700,,โควตานักกีฬา,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020113112902A,C2800,,Admission,admission,2026,37,,0,1,2,2,https://admission.ku.ac.th/
10020113112902B,A0101,,ช้างเผือก (รอบ 1.2),portfolio,2026,18,,0,1,1,1,https://admission.ku.ac.th/
10020113112902B,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020113112902B,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,18,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B1700,,โควตานักกีฬา,quota,2026,3,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020113112902B,C2800,,Admission,admission,2026,39,,0,1,2,2,https://admission.ku.ac.th/
10020114400201A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,15,,0,1,1,1,https://admission.ku.ac.th/
10020114400201A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400201A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400201A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020114400201A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400201A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400201A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020114400201A,B1700,,โควตานักกีฬา,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400201A,C2800,,Admission,admission,2026,12,,0,1,1,1,https://admission.ku.ac.th/
10020114400301A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020114400301A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400301A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020114400301A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400301A,B1300,,เพชรนนทรี,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020114400301A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020114400301A,B1700,,โควตานักกีฬา,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400301A,B2300,,โครงการความร่วมมือ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020114400301A,C2800,,Admission,admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020114400501A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,30,,0,1,1,1,https://admission.ku.ac.th/
10020114400501A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400501A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020114400501A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400501A,B1300,,เพชรนนทรี,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400501A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,22,,,1,1,1,https://admission.ku.ac.th/
10020114400501A,B1700,,โควตานักกีฬาดีเด่นฯ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020114400501A,B2300,,โครงการความร่วมมือ,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020114400501A,C2800,,Admission,admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020114400502A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020114400502A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400502A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020114400502A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020114400502A,B1300,,เพชรนนทรี,quota,2026,4,,,1,1,1,https://admission.ku.ac.th/
10020114400502A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,8,,,1,1,1,https://admission.ku.ac.th/
10020114400502A,B1700,,โควตานักกีฬา,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020114400502A,C2800,,Admission,admission,2026,26,,0,1,1,1,https://admission.ku.ac.th/
10020115210101A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,60,,0,1,1,1,https://admission.ku.ac.th/
10020115210101A,A0200,,เรียนล่วงหน้า,portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020115210101A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020115210101A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1300,,เพชรนนทรี,quota,2026,15,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1400,,ลูกพระพิรุณ,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,30,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B1700,,โควตานักกีฬา,quota,2026,4,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B2300,,โครงการความร่วมมือ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,B3600,,โควตา 6 จังหวัดชายฝั่งทะเลอันดามัน,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020115210101A,C2800,,Admission,admission,2026,60,,0,1,2,2,https://admission.ku.ac.th/
10020115210102A,A0100,,ช้างเผือก (รอบ 1.1),portfolio,2026,60,,0,1,1,1,https://admission.ku.ac.th/
10020115210102A,A0200,,เรียนล่วงหน้า,portfolio,2026,5,,0,1,1,1,https://admission.ku.ac.th/
10020115210102A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020115210102A,A1800,,โควตาศิลปวัฒนธรรมและซอฟต์พาวเวอร์,portfolio,2026,3,,0,1,1,1,https://admission.ku.ac.th/
10020115210102A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020115210102A,B1200,,เมล็ดพันธุ์สู่ศาสตร์แห่งแผ่นดิน,quota,2026,2,,,1,1,1,https://admission.ku.ac.th/
10020115210102A,B1300,,เพชรนนทรี,quota,2026,15,,,1,1,1,https://admission.ku.ac.th/
10020115210102A,B1400,,ลูกพระพิรุณ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020115210102A,B1600,,โควตาพิเศษ 30 จังหวัด,quota,2026,24,,,1,1,1,https://admission.ku.ac.th/
