program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10090130901601C,A0001,B,Admission-สาขาวิชาภาพยนตร์และสื่อดิจิทัล วิชาเอกการแสดงและกำกับการแสดงภาพยนตร์ (หลักสูตร 2 ภาษา),admission,2026,5,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,A0001,C,Admission-สาขาวิชาภาพยนตร์และสื่อดิจิทัล วิชาเอกการออกแบบเพื่องานภาพยนตร์และสื่อดิจิทัล (หลักสูตร 2 ภาษา),admission,2026,5,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,A0001,D,Admission-สาขาวิชาภาพยนตร์และสื่อดิจิทัล วิชาเอกการการจัดการภาพยนตร์และสื่อดิจิทัล (หลักสูตร 2 ภาษา),admission,2026,33,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,A,โครงการผู้มีทักษะพิเศษ,portfolio,2026,18,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,A,โครงการผู้มีทักษะพิเศษ,quota,2026,8,2,,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,B,โครงการผู้มีทักษะพิเศษ,portfolio,2026,13,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,B,โครงการผู้มีทักษะพิเศษ,quota,2026,8,2,,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,C,โครงการผู้มีทักษะพิเศษ,portfolio,2026,18,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,C,โครงการผู้มีทักษะพิเศษ,quota,2026,3,2,,1,1,1,https://admission.swu.ac.th
10090130901601C,D0001,D,โครงการผู้มีทักษะพิเศษ,portfolio,2026,13,2,0,1,1,1,https://admission.swu.ac.th
10090130901601C,D0003,A,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090130901601C,D0003,B,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090130901601C,D0003,C,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090130901601C,D0003,D,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090130901601C,G0003,A,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,2,2.5,0,1,1,1,https://admission.swu.ac.th
10090130901601C,G0003,B,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,2,2.5,0,1,1,1,https://admission.swu.ac.th
10090130901601C,G0003,C,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,2,2.5,0,1,1,1,https://admission.swu.ac.th
10090130901601C,G0003,D,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,2,2.5,0,1,1,1,https://admission.swu.ac.th
10090149611101A,A0060,,Admission (รับกลุ่ม แกนกลาง),admission,2026,130,3,0,1,2,2,https://admission.swu.ac.th
10090149611101A,A0061,,Admission (รับกลุ่ม นานาชาติ GED),admission,2026,130,3,0,2,1,2,https://admission.swu.ac.th
10090149611101A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,3,,1,2,2,https://admission.swu.ac.th
10090149611101A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,1,2.75,,1,1,2,https://admission.swu.ac.th
10090149611101A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,9,3,0,1,1,2,https://admission.swu.ac.th
10090149611101A,G0002,,โครงการผู้พิการ,portfolio,2026,1,3,0,1,1,2,https://admission.swu.ac.th
10090149611101B,A0062,,Admission (รับกลุ่ม แกนกลาง),admission,2026,130,3,0,1,2,2,https://admission.swu.ac.th
10090149611101B,A0063,,Admission (รับกลุ่ม นานาชาติ GED),admission,2026,130,3,0,2,1,2,https://admission.swu.ac.th
10090149611101E,A0001,,Admission,admission,2026,75,2.5,0,1,1,2,https://admission.swu.ac.th
10090149611101E,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,2.5,,1,2,2,https://admission.swu.ac.th
10090149611101E,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,2.5,,1,1,2,https://admission.swu.ac.th
10090149611101E,G0004,,โครงการรับนักเรียนเข้าศึกษาในหลักสูตรนานาชาติ,portfolio,2026,15,,0,1,1,2,https://admission.swu.ac.th
10090166620101A,A0001,,Admission,admission,2026,53,3,0,1,1,1,https://admission.swu.ac.th
10090166620101A,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,5,3,0,1,1,1,https://admission.swu.ac.th
10090166620101A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,7,3,,1,1,1,https://admission.swu.ac.th
10090166620101A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,3,,1,2,2,https://admission.swu.ac.th
10090166620101A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,1,3,,1,2,2,https://admission.swu.ac.th
10090166620101A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,4,3,,1,1,1,https://admission.swu.ac.th
10090166620101A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,29,3,0,1,1,1,https://admission.swu.ac.th
10090166620101A,G0002,,โครงการผู้พิการ,portfolio,2026,1,3,0,1,1,1,https://admission.swu.ac.th
10090166620101A,G0008,,โครงการนักกีฬา,quota,2026,3,3,,1,1,1,https://admission.swu.ac.th
10090166620101B,A0001,,Admission,admission,2026,18,2.75,0,1,1,1,https://admission.swu.ac.th
10090166620101B,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,10,2.75,0,1,1,1,https://admission.swu.ac.th
10090166620101B,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,4,2.75,,1,1,1,https://admission.swu.ac.th
10090166620101B,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,3,2.75,,1,2,2,https://admission.swu.ac.th
10090166620101B,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,1,2.75,,1,2,2,https://admission.swu.ac.th
10090166620101B,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,4,2.75,,1,1,1,https://admission.swu.ac.th
10090166620101B,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,14,2.75,0,1,1,1,https://admission.swu.ac.th
10090166620101B,G0002,,โครงการผู้พิการ,portfolio,2026,1,2.75,0,1,1,1,https://admission.swu.ac.th
10090166620101B,G0008,,โครงการนักกีฬา,quota,2026,3,2.75,,1,1,1,https://admission.swu.ac.th
10090168610501A,A0001,,Admission,admission,2026,55,3,0,1,1,1,https://admission.swu.ac.th
10090168610501A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,2,3,,1,1,2,https://admission.swu.ac.th
10090168610501A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,1,3,,1,2,2,https://admission.swu.ac.th
10090168610501A,D1009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,40,3.3,,1,1,2,https://admission.swu.ac.th
10090168610501A,D2009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,40,3.5,,2,2,1,https://admission.swu.ac.th
10090168610501B,A0001,,Admission,admission,2026,40,2.85,0,1,1,1,https://admission.swu.ac.th
10090168610501B,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,1,2.85,,1,2,2,https://admission.swu.ac.th
10090168610501B,D3009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,19,3,,1,2,2,https://admission.swu.ac.th
10090168610501B,D4009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,19,3.5,,2,2,1,https://admission.swu.ac.th
10090168610801A,A0001,A,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกการตลาด,admission,2026,19,2.5,0,1,1,1,https://admission.swu.ac.th
10090168610801A,A0001,C,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกการเงิน,admission,2026,42,3,0,1,1,1,https://admission.swu.ac.th
10090168610801A,A0001,E,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกธุรกิจระหว่างประเทศ,admission,2026,90,3,0,1,1,2,https://admission.swu.ac.th
10090168610801A,D0003,E,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,3.25,,1,2,2,https://admission.swu.ac.th
10090168610801A,D0009,A,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,15,3,,1,1,1,https://admission.swu.ac.th
10090168610801A,D0009,E,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,3.25,,1,1,2,https://admission.swu.ac.th
10090168610801A,G0001,A,โครงการเด็กดีมีที่เรียน,portfolio,2026,60,3,0,1,2,1,https://admission.swu.ac.th
10090168610801A,G0001,C,โครงการเด็กดีมีที่เรียน,portfolio,2026,60,3,0,1,1,1,https://admission.swu.ac.th
10090168610801B,A0001,B,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกการตลาด (โครงการพิเศษ),admission,2026,8,2.5,0,1,1,1,https://admission.swu.ac.th
10090168610801B,A0001,D,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกการเงิน (โครงการพิเศษ),admission,2026,24,2.5,0,1,1,1,https://admission.swu.ac.th
10090168610801B,A0001,F,Admission-หลักสูตรบริหารธุรกิจบัณฑิต วิชาเอกธุรกิจระหว่างประเทศ (โครงการพิเศษ),admission,2026,45,2.75,0,1,1,2,https://admission.swu.ac.th
10090168610801B,D0003,F,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,3,,1,2,2,https://admission.swu.ac.th
10090168610801B,D0009,B,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,7,3,,1,1,1,https://admission.swu.ac.th
10090168610801B,D0009,F,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,3,,1,1,2,https://admission.swu.ac.th
10090168610801B,G0001,B,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,3,0,1,2,1,https://admission.swu.ac.th
10090168610801B,G0001,D,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,2.5,0,1,1,1,https://admission.swu.ac.th
10090168610802A,A0001,,Admission,admission,2026,58,3.3,0,1,1,1,https://admission.swu.ac.th
10090168610802A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,15,3.3,,1,1,1,https://admission.swu.ac.th
10090168610802A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,38,3.3,0,1,1,1,https://admission.swu.ac.th
10090168610802A,G0002,,โครงการผู้พิการ,portfolio,2026,2,3.3,0,1,1,1,https://admission.swu.ac.th
10090168610802B,A0001,,Admission,admission,2026,32,2.75,0,1,1,1,https://admission.swu.ac.th
10090168610802B,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,20,2.75,0,1,1,1,https://admission.swu.ac.th
10090168610802E,A0001,,Admission,admission,2026,35,2.8,0,1,1,2,https://admission.swu.ac.th
10090168610802E,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,5,2.75,0,1,1,2,https://admission.swu.ac.th
10090168610802E,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,5,2.5,,1,1,2,https://admission.swu.ac.th
10090168610802E,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,15,3,,1,1,2,https://admission.swu.ac.th
10090168610802E,G0004,,โครงการรับนักเรียนเข้าศึกษาในหลักสูตรนานาชาติ,portfolio,2026,15,3,0,1,1,2,https://admission.swu.ac.th
10090168620102A,A0001,,Admission,admission,2026,44,3.3,0,1,1,1,https://admission.swu.ac.th
10090168620102A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,15,3.3,,1,1,1,https://admission.swu.ac.th
10090168620102A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,50,3.3,0,1,1,1,https://admission.swu.ac.th
10090168620102B,A0001,,Admission,admission,2026,30,2.75,0,1,1,1,https://admission.swu.ac.th
10090168620102B,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,10,2.75,,1,1,1,https://admission.swu.ac.th
10090168620102B,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,20,2.75,0,1,1,1,https://admission.swu.ac.th
10090169213401C,A0001,,Admission,admission,2026,64,2,0,1,1,2,https://admission.swu.ac.th
10090169213401C,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,8,2,0,1,1,1,https://admission.swu.ac.th
10090169213401C,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,8,2,,1,1,2,https://admission.swu.ac.th
10090169213401C,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090169213401C,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,10,2,0,1,1,1,https://admission.swu.ac.th
10090169213401C,G0003,,โครงการพัฒนาบัณฑิตสู่สากล หลักสูตร 2 ภาษา,portfolio,2026,2,2,0,1,1,1,https://admission.swu.ac.th
10090169610201C,A0001,,Admission,admission,2026,130,2,0,1,1,1,https://admission.swu.ac.th
10090169610201C,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,10,2,0,1,1,1,https://admission.swu.ac.th
10090169610201C,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,20,2,,1,1,1,https://admission.swu.ac.th
10090169610201C,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,15,2,,1,2,2,https://admission.swu.ac.th
10090169610201C,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,20,2,0,1,1,1,https://admission.swu.ac.th
10090169610201C,G0004,,โครงการรับนักเรียนเข้าศึกษาในหลักสูตรนานาชาติ,portfolio,2026,5,2,0,1,1,1,https://admission.swu.ac.th
10090169800103C,A0001,,Admission,admission,2026,56,2,0,1,1,1,https://admission.swu.ac.th
10090169800103C,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,20,2,0,1,1,1,https://admission.swu.ac.th
10090169800103C,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,18,2,,1,1,2,https://admission.swu.ac.th
10090169800103C,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090169800103C,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,10,2,0,1,1,1,https://admission.swu.ac.th
10090169800104C,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,75,2,0,1,1,1,https://admission.swu.ac.th
10090169800104C,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,10,2,,1,1,1,https://admission.swu.ac.th
10090169800104C,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,2,,1,2,2,https://admission.swu.ac.th
10090170620101E,A0001,,Admission,admission,2026,79,2.5,0,1,1,2,https://admission.swu.ac.th
10090170620101E,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2.5,,1,2,2,https://admission.swu.ac.th
10090170620101E,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,8,2.5,,1,1,2,https://admission.swu.ac.th
10090170620101E,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,40,2.5,0,1,1,2,https://admission.swu.ac.th
10090170620101E,G0004,,โครงการรับนักเรียนเข้าศึกษาในหลักสูตรนานาชาติ,portfolio,2026,40,2.5,0,1,1,2,https://admission.swu.ac.th
10090170902504E,A0001,,Admission,admission,2026,52,2,0,1,1,2,https://admission.swu.ac.th
10090170902504E,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,5,2,,1,2,2,https://admission.swu.ac.th
10090170902504E,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,2,,1,1,2,https://admission.swu.ac.th
10090170902504E,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,20,2,0,1,1,2,https://admission.swu.ac.th
10090170902504E,G0004,,โครงการรับนักเรียนเข้าศึกษาในหลักสูตรนานาชาติ,portfolio,2026,50,2,0,1,1,2,https://admission.swu.ac.th
10090170902504G,A0001,,Admission,admission,2026,80,2,0,1,1,2,https://admission.swu.ac.th
10090170902504G,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,10,2,,1,2,2,https://admission.swu.ac.th
10090170902504G,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,30,2,,1,1,2,https://admission.swu.ac.th
10090204112001A,A0042,,Admission (รับกลุ่ม แกนกลาง),admission,2026,24,2.5,0,1,2,2,https://admission.swu.ac.th
10090204112001A,A0043,,Admission (รับกลุ่ม นานาชาติ อาชีวะ กศน. GED),admission,2026,24,2.5,0,2,1,1,https://admission.swu.ac.th
10090204112001A,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,25,2.5,0,1,1,1,https://admission.swu.ac.th
10090204112001A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,10,2.5,,1,2,1,https://admission.swu.ac.th
10090204112001A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2.5,,1,2,1,https://admission.swu.ac.th
10090204112001A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,2.5,,1,1,1,https://admission.swu.ac.th
10090204112001A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,15,2.5,0,1,1,1,https://admission.swu.ac.th
10090204112001A,G0008,,โครงการนักกีฬา,quota,2026,5,2.5,,1,1,1,https://admission.swu.ac.th
10090204112701A,A0044,A,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกอนามัยสิ่งแวดล้อม (รับกลุ่มแกนกลาง),admission,2026,39,2.8,0,1,2,2,https://admission.swu.ac.th
10090204112701A,A0045,A,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกอนามัยสิ่งแวดล้อม (รับกลุ่มนานาชาติ),admission,2026,39,2.8,0,2,1,2,https://admission.swu.ac.th
10090204112701A,A0046,B,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกสาธารณสุขชุมชน (รับกลุ่ม แกนกลาง),admission,2026,26,2.8,0,1,2,2,https://admission.swu.ac.th
10090204112701A,A0047,B,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกสาธารณสุขชุมชน (รับกลุ่ม นานาชาติ),admission,2026,26,2.8,0,2,1,2,https://admission.swu.ac.th
10090204112701A,A0048,C,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกอาชีวอนามัยและความปลอดภัย (รับกลุ่ม แกนกลาง),admission,2026,29,2.8,0,1,2,2,https://admission.swu.ac.th
10090204112701A,A0049,C,Admission-สาขาวิชาสาธารณสุขศาสตร์ วิชาเอกอาชีวอนามัยและความปลอดภัย (รับกลุ่ม นานาชาติ),admission,2026,29,2.8,0,2,1,2,https://admission.swu.ac.th
10090204112701A,D0004,A,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,D0004,B,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,D0004,C,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,D0009,A,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,D0009,B,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,D0009,C,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,G0001,A,โครงการเด็กดีมีที่เรียน,portfolio,2026,8,2.8,0,1,1,2,https://admission.swu.ac.th
10090204112701A,G0001,B,โครงการเด็กดีมีที่เรียน,portfolio,2026,8,2.8,0,1,1,2,https://admission.swu.ac.th
10090204112701A,G0001,C,โครงการเด็กดีมีที่เรียน,portfolio,2026,8,2.8,0,1,1,2,https://admission.swu.ac.th
10090204112701A,G0008,A,โครงการนักกีฬา,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,G0008,B,โครงการนักกีฬา,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204112701A,G0008,C,โครงการนักกีฬา,quota,2026,5,2.8,,1,1,2,https://admission.swu.ac.th
10090204702801A,A0001,,Admission,admission,2026,52,2,0,1,1,1,https://admission.swu.ac.th
10090204702801A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,10,2,,1,1,1,https://admission.swu.ac.th
10090204702801A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090204702801A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,1,2,,1,1,1,https://admission.swu.ac.th
10090204702801A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,2,2,,1,1,1,https://admission.swu.ac.th
10090204702801A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,45,2,0,1,1,1,https://admission.swu.ac.th
10090204702801A,G0008,,โครงการนักกีฬา,quota,2026,5,2,,1,1,1,https://admission.swu.ac.th
10090204702802A,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,20,2,0,1,1,1,https://admission.swu.ac.th
10090204702802A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,25,2,,1,1,1,https://admission.swu.ac.th
10090204702802A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,1,2,,1,2,2,https://admission.swu.ac.th
10090204702802A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2,,1,1,1,https://admission.swu.ac.th
10090204702802A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,1,2,,1,1,1,https://admission.swu.ac.th
10090204702802A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,26,2,0,1,1,1,https://admission.swu.ac.th
10090204702802A,G0008,,โครงการนักกีฬา,quota,2026,15,2,,1,1,1,https://admission.swu.ac.th
10090204702803A,A0001,,Admission,admission,2026,7,2.5,0,1,1,1,https://admission.swu.ac.th
10090204702803A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2.5,,1,1,1,https://admission.swu.ac.th
10090204702803A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,2,2.5,,1,1,1,https://admission.swu.ac.th
10090204702803A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,22,2.5,0,1,1,1,https://admission.swu.ac.th
10090204702803A,G0008,,โครงการนักกีฬา,quota,2026,1,2.5,,1,1,1,https://admission.swu.ac.th
10090204702804A,D0001,,โครงการผู้มีทักษะพิเศษ,portfolio,2026,5,2,0,1,2,2,https://admission.swu.ac.th
10090204702804A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,20,2,,1,2,2,https://admission.swu.ac.th
10090204702804A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,2,2,,1,2,2,https://admission.swu.ac.th
10090204702804A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,30,2,0,1,2,2,https://admission.swu.ac.th
10090204702804A,G0008,,โครงการนักกีฬา,quota,2026,3,2,,1,2,2,https://admission.swu.ac.th
10090206111701A,A0001,,Admission,admission,2026,72,2.5,35,1,2,2,https://admission.swu.ac.th
10090206111701A,D0001,,โครงการผู้มีทักษะพิเศษ,quota,2026,3,2.5,,1,2,2,https://admission.swu.ac.th
10090206111701A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,6,2.5,,1,2,2,https://admission.swu.ac.th
10090206111701A,D0004,,โครงการรับบุตรและคู่สมรสของทหาร ตำรวจตระเวนชายแดน,quota,2026,5,2.5,,1,2,2,https://admission.swu.ac.th
10090206111701A,D0006,,โครงการรับผู้สำเร็จการศึกษาประกาศนียบัตรผู้ช่วยพยาบาล,quota,2026,6,2.5,,1,2,2,https://admission.swu.ac.th
10090206111701A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,30,2.5,,1,2,2,https://admission.swu.ac.th
10090206111701A,D0011,,โครงการ 5 โรงพยาบาลชายแดนจังหวัดตาก,quota,2026,10,2.5,,1,2,2,https://admission.swu.ac.th
10090209300501A,A0001,,Admission,admission,2026,28,2.75,0,1,2,2,https://admission.swu.ac.th
10090209300501A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,2,2.7,,1,2,2,https://admission.swu.ac.th
10090209300501A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,3,2.7,,1,2,2,https://admission.swu.ac.th
10090209300501A,G0001,,โครงการเด็กดีมีที่เรียน,portfolio,2026,35,2.75,0,1,2,2,https://admission.swu.ac.th
10090209300601A,A0050,,Admission (รับกลุ่ม แกนกลาง),admission,2026,9,2.5,0,1,2,2,https://admission.swu.ac.th
10090209300601A,A0051,,Admission (รับกลุ่ม นานาชาติ กศน. GED),admission,2026,9,2.5,0,2,1,2,https://admission.swu.ac.th
10090209300601A,D0003,,โครงการความร่วมมือโรงเรียนสาธิต มศว และโรงเรียนในเครือข่าย,quota,2026,1,2.5,,1,2,2,https://admission.swu.ac.th
10090209300601A,D0009,,โครงการโรงเรียนในเขตพื้นที่มหาวิทยาลัยและปริมณฑล,quota,2026,4,2.5,,1,2,2,https://admission.swu.ac.th
